text,label
How many pairs of wings does a tsetse fly have ?,NUM
Which is the most-used computer program ?,ENTY
What is the origin of the word `` pallbearer ? '',DESC
On which Hawaiian island is Pearl Harbor ?,LOC
What is a technique popularly used to detect birth defects ?,ENTY
How do I start a web based business ?,DESC
What city does McCarren Airport serve ?,LOC
What actress holds the record for the most appearances on the cover of Life ?,HUM
Who painted the Sistine Chapel ?,HUM
"Who said , `` I shall return . '' during World War Two ?",HUM
What English queen had six fingers on one hand ?,HUM
What is the difference between a bachelor and a 1 bedroom apartment ?,DESC
Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?,HUM
How does a copier work ?,DESC
What Muhammad Ali maneuver was George Foreman the first victim of ?,ENTY
What type of childhood did Jules Verne have ?,DESC
Where was the first restaurant ?,LOC
What President was assassinated by Charles J. Guiteau ?,HUM
What was the first video ever made ?,ENTY
What is Drew Barrymore 's email address ?,LOC
What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?,HUM
What is the belt of low pressure around the equator called ?,ENTY
What is thermal equilibrium ?,DESC
What was the claim to fame of King Camp Gillette ?,DESC
What is a fear of stings ?,ENTY
What does a phobophobe fear ?,ENTY
What is the name of the woman who was with John Belushi when he died ?,HUM
How many muscles does an oyster have ?,NUM
Whom did the Chicago Bulls beat in the 1993 championship ?,HUM
What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize ?,NUM
Why did the Anglican church split from the Vatican ?,DESC
"What late-night TV show features Larry , Bud , Melman and Toast on a Stick ?",ENTY
What are tonsils for ?,DESC
What was the filling in the first golf balls ?,DESC
What is a ball that hits the foul pole called ?,ENTY
What is dry ice ?,DESC
What army was founded by William Booth and his wife Catherine ?,HUM
How many different languages are spoken in Europe ?,NUM
Who told all in Ball Four ?,HUM
What are the only two states that incorporate the Confederate battle flag in their flags ?,LOC
Who was Randy Steven Craft 's lawyer ?,HUM
What National League baseball team employed 72 third baseemen in its first 2 seasons ?,HUM
How many dollars a day did Arthur Frommer say you could get by on in Europe in 1968 ?,NUM
What movie has made the most money ?,ENTY
Who is the fastest swimmer in the world ?,HUM
Who is Robin Williams ?,HUM
How can you tell if someone is lying ?,DESC
What is Nero Wolfe 's favorite drink during office hours ?,ENTY
What is the recomended age to switch a child from a crib to a bed ?,NUM
Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?,HUM
"In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?",HUM
What Japanese electronics company was named for a coastal city northeast of Tokyo ?,HUM
How many calories are there in soy sauce ?,NUM
When did communist control end in Hungary ?,NUM
What is the estimated total U.S. whitetail deer population ?,NUM
Which Bourbon king was restored to the French throne during Napoleon 's abdication ?,HUM
What is a fear of trees ?,ENTY
What is an example of a famous rock band from the sixties ?,HUM
What mustachioed comedian portrayed Frankie in North to Alaska ?,HUM
What were popular songs and types of songs in the 1920s ?,ENTY
What was the previous name for the Commonwealth ?,HUM
What did John F. Kennedy consider his greatest blunder in office ?,DESC
Who were John F. Kennedy 's dogs ?,ENTY
What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show 's host ?,HUM
Who portrayed portly criminologist Carl Hyatt on Checkmate ?,HUM
"How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD .",NUM
Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?,HUM
What city did the Flintstones live in ?,LOC
In what film did Steven Spielberg 's dog star as the main character 's dog ?,ENTY
Who was the inventor of the stove ?,HUM
What was the name of Robert Fulton 's most famous steamboat ?,ENTY
What 's the name of the Tampa newspaper ?,ENTY
Who wrote The Collector ?,HUM
What car was driven in the 199 release of `` Smokey and the Bandit '' ?,ENTY
What countries have the best math students ?,LOC
Name the On Stage character whose face was never seen .,HUM
What U.S. city was named for St. Francis of Assisi ?,LOC
Jude Law acted in which film ?,ENTY
What are the ten safest American cities for pedestrians ?,LOC
When was London 's Docklands Light Railway constructed ?,NUM
How do I find a city if I have the area code ?,DESC
How do chickens have baby chicks ?,DESC
Where is one 's corpus callosum found ?,LOC
How much caffeine is in a 16 oz cup of coffee ?,NUM
Where are the busiest ports in the world ?,LOC
What would you add to the clay mixture to produce bone china ?,ENTY
"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?",ENTY
Where is Windsor Castle ?,LOC
"What became the biggest cash crop in the U.S. in 1983 , surpassing corn ?",ENTY
What is Britain 's possession on the Chinese mainland ?,LOC
Who is the Prophet of Medina ?,HUM
Why does tuberculosis afflict people ?,DESC
Mississippi has what name for a state nickname ?,LOC
What causes pneumonia ?,DESC
What is the population of Ohio ?,NUM
Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?,LOC
What are the cookies in Internet ?,DESC
When does the Bible say the seasons started ?,NUM
What is the capital of Burkina Faso ?,LOC
What city is . KDGE Radio located in ?,LOC
What is the HIGHEST Roman numeral ?,DESC
What do the Japanese call Japan ?,ENTY
Why do we call someone `` honey '' ?,DESC
Who was the tallest U.S. president ?,HUM
What is the average time to kiss somene ?,NUM
In what part of Africa is Mozambique located ?,LOC
What do Japanese school uniforms look like ?,DESC
What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?,HUM
What two countries are linked by the Brenner Pass ?,LOC
What Triple Crown-winning horse took the 1973 Belmont Stakes by 31 lengths ?,ENTY
What does Esa-Pekka Salonen look like ?,DESC
How many times has Harold Stassen announced a drive for the White House ?,NUM
What engineer invented the pull-tab can ?,HUM
What is widely used to detect prenatal birth defects ?,ENTY
"What country surrounds San Marino , the world 's smallest Republic ?",LOC
What was the Bridge of San Luis Rey made of ?,ENTY
When was the Big Thompson flood ?,NUM
Why does cotton get caught in belly buttons ?,DESC
What 's the largest U.S. agricultural crop by weight ?,ENTY
Whose cover is that of an employee of Universal Import and Export ?,HUM
What London street is the home of British journalism ?,LOC
How many rows of whiskers does a cat have ?,NUM
What 's the Hungarian word for pepper ?,ENTY
What information can you tell me about actor James Cromwell ?,HUM
How much will the California be in the year 2000 ?,NUM
What was the top box office movie in April 1998 ?,ENTY
How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?,DESC
What is the former name of Zimbabwe ?,ENTY
What year was the setting for American Graffiti ?,NUM
Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,LOC
What keeps clouds in the air ?,ENTY
What are the four largest mountain ranges in the continental United States ?,LOC
What is the one thing you need before you can purchase life insurance ?,ENTY
McCarren Airport is located in what city ?,LOC
"What does R.E.M. stand for , as in the rock group R.E.M. ?",ABBR
What is a person 's socioeconomic position ?,DESC
Who played Maria in the film West Side Story ?,HUM
When was the first practical commercial typewriter marketed ?,NUM
What countries does the Mont Blanc Tunnel join ?,LOC
What are the two languages of Malta ?,ENTY
What year was the ATM first introduced ?,NUM
How many small businesses are there in the U.S .,NUM
How does a glacier form ?,DESC
What is Boston Kreme ?,DESC
Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,HUM
What city was John F. Kennedy nominated for president in ?,LOC
Who was Charles Lindbergh 's wife ?,HUM
What buxom blonde appeared on the cover of more than 5 magazines ?,HUM
How do you say 2 in Latin ?,ENTY
Where did he get the title ?,LOC
Who spoke the only word in Mel Brooks 's Silent Movie ?,HUM
What is the definition of `` chancery '' file in real estate ?,DESC
When were the Olympic Games in which Nadia Comaneci became popular played ?,NUM
What do economists do ?,DESC
What board game does a `` wood-pusher '' play poorly ?,ENTY
How many colors are there in a rainbow ?,NUM
Who was the first animal into space ?,ENTY
What is a Cartesian Diver ?,DESC
What are the three most populated countries in the world ?,LOC
What is a nematode ?,DESC
When was the Bill of Rights ratified ?,NUM
"The lawyer who represented Randy Craft , what was his name ?",HUM
"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?",ENTY
What character in The Beverly Hillbillies has the given names Daisy Moses ?,HUM
"What do you call a date that contains sequencing numbers , like 9-8-98 ?",ENTY
What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?,HUM
What is the name of the American who was captured when his plane went down over Syrian-held Lebanon ?,HUM
What actor first portrayed James Bond ?,HUM
What company is the largest Japanese ship builder ?,HUM
What is the largest city on the Great Lakes ?,LOC
On which date is the Ukrainians ' Christmas ?,NUM
Why is the word `` abbreviation '' so long ?,DESC
Who 's the only man to have won the Olympic decathlon twice ?,HUM
How old is Stevie Wonder ?,NUM
How is ` qigong ' properly pronounced ?,DESC
What did the Confederate Constitution say about slavery ?,DESC
Who won the 1967 Academy Award for Best Actor ?,HUM
What U.S. state is Fort Knox in ?,LOC
What is an Angelus ?,DESC
What are dinosaur droppings called ?,ENTY
What are some of the significant historical events of the 1990s ?,ENTY
Who made the rotary engine automobile ?,HUM
What U.S. city 's skyline boasts the Gateway Arch ?,LOC
How long does it take the Milky Way Galaxy to make one revolution ?,NUM
What is a firewall ?,DESC
Name the largest country in South America .,LOC
What does a deltiologist collect ?,ENTY
Name the first private citizen to fly in space .,HUM
What Lewis Carroll book introduced Humpty Dumpty to the world ?,ENTY
What was the U.S. highway death toll in 1969 ?,NUM
What is the longest English word that can be formed using just the first row of letters on a typewriter ?,ENTY
What 's the third month of the Gregorian calendar ?,NUM
What year was Janet Jackson 's first album released ?,NUM
"Dialing , 900 , 740-TREE to have a tree planted will cost how much ?",NUM
What was the Long March in China ?,DESC
What game is Garry Kasparov really good at ?,ENTY
What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?,ENTY
Who was Garrett Morgan married to ?,HUM
"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?",LOC
What European city do Nicois live in ?,LOC
What qualifications are there for individuals donating blood ?,DESC
"What is the history of Spartacus , the Roman slave and gladiator ?",DESC
Who is behind the name of the Harvey Wallbanger drink ?,HUM
What term does a Czech use to describe a Pole ?,ENTY
Who first broke the sound barrier ?,HUM
When was the Congress of Vienna ?,NUM
Who won the Nobel Peace Prize in 1991 ?,HUM
What sport features snatches and clean jerks ?,ENTY
Who was Bonnie Blue Butler 's father ?,HUM
What was Queen Victoria 's title regarding India ?,HUM
Which sex is denied voting rights in Kuwait ?,ENTY
How much did Mercury spend on advertising in 1993 ?,NUM
Where do people mountain climb in Nepal ?,LOC
What was known as the Spice Island ?,LOC
What city is the Kentucky Horse Park near ?,LOC
Who are cartoondom 's Super Six ?,HUM
Who was the only president to serve two nonconsecutive terms ?,HUM
When did the `` Star-Spangled Banner '' become the national anthem ?,NUM
What is main reason for that electric vehicles can 't be popular nowadays ?,DESC
Why are electric cars less efficient in the northeast than in California ?,DESC
What 's the world 's longest suspension bridge ?,LOC
What is different about the red and black fox ?,DESC
How many acres in a mile ?,NUM
How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?,NUM
Which medium is Hamblen the first singing cowboy in ?,ENTY
What U.S. state is Mammoth Cave National Park in ?,LOC
What is the name for clouds that produce rain ?,ENTY
What are the three secondary colors ?,ENTY
Who sings Angel Eyes from the 80 's ?,HUM
How many feet more than 2 is the average height of the Great Wall of China ?,NUM
What is the world 's largest distilling company ?,HUM
How does blood clot ?,DESC
How do you make a paintball ?,DESC
What is the speed of the Mississippi River ?,NUM
What two states is Washington D.C. between ?,LOC
Winnie the Pooh is what kind of animal ?,ENTY
What else has the swastika stood for ?,DESC
Name four famous cartoon cats .,ENTY
What is the largest lake in North America ?,LOC
What is the origin of U.S. Army sergeant 's stripes ?,DESC
What year did the first issue of `` Playboy '' come out ?,NUM
What ability has the silkworm moth lost through domestication ?,ENTY
What artist 's studio was the Bateau-Lavoir in Montmartre ?,HUM
What NFL team did Vince Lombardi end his coaching career with ?,HUM
What are the current immigration laws in US ?,DESC
What is the best art and design school in the world ?,HUM
What book did Aaron Hass write ?,ENTY
What is the most efficient way to start a barbeque ?,ENTY
What is the definition of a witch ?,DESC
Whose kidnaping was termed The Crime of the Century ?,HUM
When is Bastille Day ?,NUM
What does saliva consist of ?,ENTY
What is a film starring Jude Law ?,ENTY
In what year did Thatcher gain power ?,NUM
How do I increase my biceps ' size ?,DESC
How much pizza do Americans eat in a day ?,NUM
Name the two mystical ravens Odin has at his command .,ENTY
What was Einstein 's IQ ?,NUM
What does JESSICA mean ?,ABBR
How many astronauts manned each Project Mercury flight ?,NUM
Who are the two sons of Ozzie and Harriet Nelson ?,HUM
What team did Babe Ruth play his first major league game for ?,HUM
"What city boasts Penn 's Landing , on the banks of the Delaware river ?",LOC
What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?,LOC
What does Ouija mean ?,DESC
What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?,HUM
What are the names of Jack 's original roommates on Three 's Company ?,HUM
What does Knight Ridder publish ?,ENTY
What professional cricketer 's son wrote The War of the Worlds in 1898 ?,HUM
What crooner joined The Andrews Sisters for Pistol Packin Mama ?,HUM
When was the first American encyclopedia published ?,NUM
What is hydrogen ?,DESC
When was the NFL established ?,NUM
What 's the name of the Wilkes plantation in Gone with the Wind ?,LOC
What is a research expedition in mountain climbing ?,ENTY
What is Megan 's law ?,DESC
Who is the composer of `` Canon in D Major '' ?,HUM
What `` marvelous '' major-league baseball player is now a spokesman for a beer company ?,HUM
What do the 12 days of Christmas mean ?,DESC
What does NASDAQ stand for ?,ABBR
"Who was the mother of the man who would not be king , the duke of Windsor ?",HUM
How many tenths of the Earth 's surface lie under water ?,NUM
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,ENTY
When did the American Civil War end ?,NUM
What New York Yankee was known as The Iron Horse ?,HUM
What is the most number of goals scored by a single team in an NHL hockey game ?,NUM
Which of these are authors ?,HUM
What is a mathematical factor ?,DESC
What was the first minimum wage ?,NUM
"When it 's time to relax , what one beer stands clear ?",ENTY
Who invented the process to make condensed milk ?,HUM
What was the name of Hitler 's unsuccessful attempt to overthrow the Bavarian government in Munich in 1923 ?,ENTY
Who recorded the 1957 hit Tammy ?,HUM
Why is black the color of mourning in the West ?,DESC
What kind of weapons were used in Medieval warfare ?,ENTY
What is the brand name of the chemical daminozide ?,ENTY
How do companies cut paper so thin ?,DESC
What is the name of a book written by Aaron Hass ?,ENTY
Who was with Patricia Hearst the night she was kidnaped ?,HUM
What year did Rossetti paint `` Beata Beatrix '' ?,NUM
What 's a water funnel ?,DESC
"What World War I battle saw 6 , 0 troops killed in one day ?",ENTY
Where can I find a `` Fifth Element '' screensaver ?,LOC
What is the largest island in the Mediterranean Sea ?,LOC
What is a stratocaster ?,DESC
Who lives at 39 Stone Canyon Way ?,HUM
Where did Luther display his `` Ninety-Five Theses '' ?,LOC
What is a fear of home surroundings ?,ENTY
Jackson Pollock is of what nationality ?,LOC
How many American soldiers remain unaccounted from the Vietnam war ?,NUM
What is an aortic abdominal aneurysm ?,DESC
What are Halloween 's colors ?,ENTY
"When did Aldous Huxley write , `` Brave New World '' ?",NUM
How many millimeters are in a mile ?,NUM
What are the four elements ?,ENTY
How many points is a bullseye worth in darts ?,NUM
What comedian was The Perfect Fool ?,HUM
How does an ion drive work ?,DESC
What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?,ENTY
What Hermann Hesse book gave its name to a rock group ?,ENTY
What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?,ENTY
When was the G7 group of nations formed ?,NUM
What are bottle caps with presidents ' pictures inside worth ?,NUM
What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?,ENTY
What U.S. state has the most blondes ?,LOC
What does the Peugeot company manufacture ?,ENTY
What is proposition 98 about ?,DESC
What natural attractions draw the most visitors in the United States ?,LOC
Why can 't women serve in the Navy on board submarines ?,DESC
What German city do Italians call The Monaco of Bavaria ?,LOC
What African animals are known as The Big Five ?,ENTY
Why do girls have to wear training bras ?,DESC
"What household facility contains a float ball , ballcock , and overflow tube ?",ENTY
What is an arab strap ?,DESC
What two European countries are joined by the Gran San Bernardo Pass ?,LOC
The film `` Jaws '' was made in what year ?,NUM
What was the importance of Magellan ?,DESC
When was child labor abolished ?,NUM
What is the world 's best selling cookie ?,ENTY
"Which mammal lives , breeds , eats , and sleeps underground ?",ENTY
How has TV affected our society ?,DESC
What are the four natural aids used in riding a horse ?,ENTY
What are two plants that clothes are made from ?,ENTY
What is the abbreviation of the National Bureau of Investigation ?,ABBR
What city contains the district of Hell 's Kitchen ?,LOC
Who earns their money the hard way ?,HUM
How do I find out about jobs ?,DESC
What is federal income tax ?,DESC
Who is Ishmael in Moby Dick ?,HUM
What countries earn the most from tourism ?,LOC
What was the longest war in U.S. history ?,ENTY
What are fingernails made of ?,ENTY
How many people live in Chile ?,NUM
What country comes last in an alphabetical list ?,LOC
In what year was De Gaulle elected president of France ?,NUM
What are some mythology websites ?,LOC
Who is reputed to be the greatest maker of violins ?,HUM
What is the only vegetable that starts with `` z '' ?,ENTY
What city houses the U.S. headquarters of Procter and Gamble ?,LOC
What cancer is commonly associated with AIDS ?,ENTY
What athlete makes the most money from sports merchandise sales ?,HUM
What is pasta ?,DESC
What has been the most common Christian name of U.S. presidents ?,HUM
What country buys 25 percent of the world 's tea exports ?,LOC
What is the mascot for Notre Dame University ?,ENTY
How deep is a fathom ?,NUM
How many colonies did Germany get to keep after World War I ?,NUM
How many oceans are there and name them ?,NUM
What is average salary of restaurant manager in United States ?,NUM
What country has problems with hooligans ?,LOC
How many emperors were there in the Roman Empire ?,NUM
What is the origin of a.m. and p.m. ?,DESC
How is thalassemia defined ?,DESC
When did Mount St. Helen last have a major eruption ?,NUM
What is the name of a Greek god ?,HUM
"What is the origin and the meaning of the name , `` Hajo ? ''",DESC
Who is the sexiest women in the world ?,HUM
Where can I read about Chiang Kai-shek ?,LOC
What caused Shea & Gould to close their L.A. office ?,DESC
What is the difference between pop music and rock and roll ?,DESC
What kind of animal was Winnie the Pooh ?,ENTY
"What game 's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?",ENTY
What Russian seaport has a name meaning `` Lord of the East '' ?,LOC
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,ENTY
What U.S. state has sagebrush as its state flower ?,LOC
When did Nixon visit China ?,NUM
"What 's the better-known identity of John Merrick , the noble ogre of Victorian England ?",HUM
What is the medical term for cancer of the blood ?,ENTY
What are some interesting facts and information about dogsledding ?,DESC
What is fellatio ?,DESC
How many eyes does a bat have ?,NUM
What is porphyria ?,DESC
What holidays are celebrated in Ireland ?,ENTY
How long does a dog sleep ?,NUM
What is molybdenum ?,DESC
What Mediterranean island is home to the first Club Med ?,LOC
What do you say to a friend who ignores you for other friends ?,DESC
Who was the first woman to run the mile in less than 4 36893 minutes ?,HUM
How many years make up a lustrum ?,NUM
Who does the voices of the Simpsons ?,HUM
What do we call the imaginary line along the top of the Rocky Mountains ?,LOC
What does a tarantula eat ?,ENTY
What is goldenseal ?,DESC
What is the meaning of `` CPR '' ?,DESC
What caused an adjournment of the 25th anniversary session of the United Nations General Assembly ?,DESC
Where are the Austerlitz and Victor Hugo subway stops ?,LOC
What do the names Andrew and Christina mean ?,DESC
What 's men 's par on a 455-yard golf hole ?,NUM
What baseball expression came from the nautical term for ships sailing between the Atlantic and Pacific before the Panama Canal ?,DESC
What countries have the most auto thefts ?,LOC
What is a caul ?,DESC
What kind of habitat does the scorpion live in ?,LOC
What is the population of Mozambique ?,NUM
"What do the number 1 , 2 , and 4 mean on Dr. Pepper bottles ?",DESC
When is Boxing Day ?,NUM
How can I get rich quick ?,DESC
What book does Holden Caulfield appear in ?,ENTY
Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?,HUM
"What soft drink not only has its own video game , but was featured in its own Marvel comic book ?",ENTY
"Why do USA fax machines not work in UK , NNP ?",DESC
When did Charles Lindbergh die ?,NUM
How many people were executed for Abraham Lincoln 's assassination ?,NUM
Where is the Orange Bowl ?,LOC
How many students attend the University of Massachusetts ?,NUM
What 's the international radio code word for the letter B ?,ENTY
What are the lyrics to the Star Spangled Banner ?,DESC
What team did baseball 's St. Louis Browns become ?,HUM
Which German president was pressured into appointing Hitler chancellor in 1933 ?,HUM
What are the Twin Cities ?,DESC
What do you get by adding Lactobacillus bulgaricus to milk ?,ENTY
Who wrote the Farmer 's Almanac ?,HUM
What 's the name of the temple that is located near the capital city of Laos ?,LOC
What number of American soldiers remain unaccounted from the Vietnam war ?,NUM
What is the difference between a preface and a foreword ?,DESC
What comic strip sometimes features a mailman named Beasley ?,ENTY
Why do people get calluses ?,DESC
What brand of white rum is still made in Cuba ?,ENTY
What country is famous for Persian rugs ?,LOC
What are the snakes of New England ?,ENTY
How do you calculate the change in enthalpy of a chemical reaction ?,DESC
Who played the original Charlie 's Angels ?,HUM
Where is the group M People from ?,LOC
What Australian city became the home of the America 's Cup ?,LOC
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7 , 1989 ?",ENTY
Who wrote Brave New World ?,HUM
Who said `` the only thing we have to fear is fear itself '' ?,HUM
What color is the stripe along each side of a Coho salmon ?,ENTY
What is the average cost for four years of medical school ?,NUM
Who created Dennis the Menace ?,HUM
"Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?",DESC
What baseball team was routinely called `` dem bums '' by its frustrated fans ?,HUM
Who was the first person inducted into the U.S. Swimming Hall of Fame ?,HUM
How do they get Teflon to stick to the pan ?,DESC
What type is a snail ?,ENTY
Where can I find a person 's address from a telephone number ?,LOC
In what country is a stuck-out tongue a friendly greeting ?,LOC
"In the Miller Lite TV commercial , who is the creature ?",ENTY
What is the correct way to abbreviate cc. at the bottom of a business letter ?,ABBR
How many four star generals were there and who are they ?,NUM
What Nevil Shute novel is about the doomed survivors of a nuclear war ?,ENTY
How can I call a friend in another country when I do not know the telephone number ?,DESC
What is the most radioactive food ?,ENTY
What breed of dog was the `` Little Rascals '' dog ?,ENTY
How many electoral college votes does Colorado have ?,NUM
The corpus callosum is in what part of the body ?,ENTY
How is silk screening done ?,DESC
Who starred in the movie The War of the Worlds ?,HUM
When do you plant winter wheat ?,NUM
How can I look up someone 's E-mail address on the Internet ?,DESC
What island group is Guadalcanal a part of ?,LOC
What is chromatology ?,DESC
How many cullions does a male have ?,NUM
Define Spumante .,DESC
What is the starting salary for beginning lawyers ?,NUM
What is a virtual IP address ?,DESC
Who is the Pope ?,HUM
What is a turnkey contract ?,DESC
How much iron is in your body ?,NUM
What two South American countries do n't border Brazil ?,LOC
What does N est-ce pas mean ?,DESC
What is the longest word in the English language ?,ENTY
How many men died building the Mackinaw Bridge ?,NUM
What kind of meat is Fray Bentos synonymous with ?,ENTY
What is the origin of the term soda jerk ?,DESC
Which Latin American country is the largest ?,LOC
What hockey team did Wayne Gretzky play for ?,HUM
What is the difference between a generator and an alternator ?,DESC
"What meter did Shakespeare use in writing : `` To be , or not to be , that is the question.. . '' ?",ENTY
What would happen to Canada if Quebec separated ?,DESC
What astronomical phenomenon takes place in Jan. 1999 ?,ENTY
"What is the latitude and longitude of El Paso , Texas ?",NUM
Hazmat stands for what ?,DESC
What basketball maneuver did Bert Loomis invent ?,ENTY
What types of water pollution are there ?,ENTY
Where does Ray Bradbury 's Chronicles take place ?,LOC
Who is the creator of `` The Muppets '' ?,HUM
How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' ?,NUM
What shrubs can be planted that will be safe from deer ?,ENTY
Who was credited with saying : `` I never met a man I did n't like '' ?,HUM
Where is the highest point in Japan ?,LOC
Where can I find the schematics to the windshield wiper mechanism ?,LOC
"What drink is made up of rum , coconut milk and pineapple ?",ENTY
How long is human gestation ?,NUM
What is cunnilingus ?,DESC
Who was nicknamed The Little Corporal ?,HUM
Name of King Arthur 's sword ?,ENTY
Which airplane was Fawaz Younis convicted of hijacking ?,ENTY
What money was used here ?,ENTY
What is kept in Fort Knox that is so valuable ?,ENTY
What does the name `` Justin '' mean ?,DESC
On which flight did Fawaz Younis commit air piracy and hostage taking ?,ENTY
What is the Pennsylvania state income tax rate ?,NUM
What alloy do copper and tin form ?,ENTY
What is the history of `` the toast '' ?,DESC
"Who died with more than 1 , 000 U.S. patents to his credit ?",HUM
Who was Shakespeare 's Moorish general ?,HUM
Who does the advertizing for Frito-Lay ?,HUM
"What are the 7 principles of learning from the Institute for Research on Learning , IRL ?",ENTY
What country are you visiting if you land at President Duvalier Airport ?,LOC
What is Doegs ?,DESC
What does storm wave mean in Japanese ?,DESC
What ocean did the Titanic sink in ?,LOC
What 's men 's par on a 455-yard golf hole ?,NUM
How many bails are there in a cricket wicket ?,NUM
"What do the letters CE stand for on so many products , particularly electrical , purchased now ?",ABBR
Who was Jane Goodall ?,HUM
What is a portal ?,DESC
How much could you rent a Volkswagen bug for in 1966 ?,NUM
What new games are available for Nintendo 64 ?,ENTY
How can I find out which cities have cable-modem access ?,DESC
What is Nicholas Cage 's occupation ?,HUM
What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?,ENTY
How deep is a fathom ?,NUM
When is the Jimmy Buffett concert coming to the E center in Camden NJ ?,NUM
How many states have a lottery ?,NUM
What is Mississippi 's state animal ?,ENTY
"What company started out making pies , and wound up manufacturing plastic throwing toys ?",HUM
What kind of books does Fodor 's publish ?,ENTY
How would I find the price of different organs that have been donated ?,DESC
What California desert is dubbed High Desert ?,LOC
What color was the hundred billionth crayon made by Crayola ?,ENTY
What is the chance of conceiving quadruplets ?,NUM
What is the cost of the drugs used in tuberculosis treatments ?,NUM
What Marx Brothers movie centers on a stolen painting ?,ENTY
Where can I get a map of Prussia on the Internet ?,LOC
How do cameras take pictures ?,DESC
What is the chromosome number of an elephant ?,NUM
What U.S. city is known as The Rubber Capital of the World ?,LOC
What is the largest and most expensive freeway construction project in the U.S. right now ?,LOC
What book is the follow-up to Future Shock ?,ENTY
Where is `` Global Schoolhouse '' ?,LOC
How do they type Chinese characters on a keyboard ?,DESC
"What is the real name of the singer , Madonna ?",HUM
What does an echidna look like ?,DESC
Which college did Dikembe Mutombo play basketball at ?,HUM
Why are there letters on the telephone ? Why are there no Q or Z ?,DESC
What meat complemented sweet potatoes and peas in the first TV dinner ?,ENTY
How do I love thee ?,DESC
Why should cigarette smoking be banned ?,DESC
How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?,NUM
When was Florida admitted into the Union ?,NUM
Who portrayed W.C. Fields in the film W.C. Fields and Me ?,HUM
Who is the French literary charcter who is chiefly famous for his enormous nose ?,HUM
What is the name of Dolly Parton 's rarely seen husband ?,HUM
How long was the TV mission of Star Trek 's Enterprise to be ?,NUM
How many watts make a kilowatt ?,NUM
How can I find online spelling ?,DESC
What is the difference between Neoclassical art and Romanticism art ?,DESC
What is the recommended daily requirement for folic acid for pregnant women ?,DESC
What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?,ENTY
How fast do cheetahs run ?,NUM
Who portrayed `` the man without a face '' in the movie of the same name ?,HUM
How many colonies were involved in the American Revolution ?,NUM
What do humans catch zoonose diseases from ?,ENTY
Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?,HUM
Who is the monarch of the United Kingdom ?,HUM
How many people did Randy Craft murder ?,NUM
What country 's flag is field green ?,LOC
Who made the first airplane that could fly ?,HUM
What is the largest office block in the world ?,LOC
What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?,HUM
What was the man 's name who was killed in a duel with Aaron Burr ?,HUM
What is a fear of lice ?,ENTY
"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?",HUM
What two colors are you blind to if you suffer from protanopia ?,ENTY
What will happen when sodium is put in water ?,DESC
What is deconstructionism ?,DESC
How long is the Coney Island boardwalk ?,NUM
What are the largest deserts in the world ?,LOC
How can I get a CCT diagram ?,DESC
How many of them are in sub-Saharan Africa ?,NUM
Name the five positions who are in the line of succession to the presidency .,HUM
What president kissed the Queen Mother on the lips ?,HUM
How do I keep cats out of my flower garden for good ?,DESC
The Jewish alphabet is called what ?,ENTY
